RegionID|RegionName|Coordinates
6058603|Hickory, North Carolina, United States of America (type 3)|35.77029;-81.42222:35.77493;-81.44322:35.77467;-81.44670:35.76016;-81.44110:35.74211;-81.43133:35.74007;-81.42351:35.73245;-81.42091:35.73094;-81.40454:35.71748;-81.40192:35.70586;-81.41030:35.70610;-81.42871:35.71085;-81.43355:35.71102;-81.45216:35.71806;-81.46788:35.70944;-81.47085:35.68740;-81.46192:35.64379;-81.50440:35.61630;-81.33150:35.63168;-81.30497:35.66754;-81.30906:35.68063;-81.31769:35.70315;-81.31959:35.70410;-81.31301:35.68833;-81.30332:35.68758;-81.29339:35.71008;-81.27364:35.74485;-81.28458:35.75714;-81.26179:35.78304;-81.25251:35.78903;-81.23971:35.78362;-81.23034:35.78990;-81.22512:35.81002;-81.22809:35.81618;-81.24981:35.80915;-81.25359:35.80586;-81.26639:35.80505;-81.28137:35.80120;-81.28649:35.79899;-81.29821:35.80287;-81.30379:35.81531;-81.30606:35.82364;-81.29695:35.82342;-81.28109:35.83299;-81.28226:35.83468;-81.28740:35.83667;-81.31138:35.83294;-81.34204:35.82228;-81.34349:35.81377;-81.35941:35.80060;-81.34084:35.80358;-81.33160:35.79646;-81.33377:35.79378;-81.34750:35.78504;-81.35163:35.78511;-81.36983:35.79030;-81.37315:35.77321;-81.37436:35.77291;-81.38810:35.75772;-81.39544
6058604|Lenoir, North Carolina, United States of America (type 3)|35.95951;-81.64260:35.96050;-81.43868:35.87445;-81.44428:35.87487;-81.64103
6058605|Morganton, North Carolina, United States of America (type 3)|35.77902;-81.73512:35.77749;-81.62035:35.69426;-81.62228:35.69295;-81.72650
6058606|Hamptonville, North Carolina, United States of America (type 3)|36.17434;-80.87668:36.16907;-80.86234:36.17688;-80.85583:36.18198;-80.80833:36.19577;-80.80838:36.20077;-80.78597:36.15708;-80.78623:36.13717;-80.77650:36.12002;-80.77223:36.12197;-80.75361:36.11851;-80.73947:36.11444;-80.73615:36.11219;-80.74546:36.07774;-80.70632:36.06190;-80.72331:36.06732;-80.74396:36.04882;-80.75921:36.02071;-80.76198:36.00297;-80.76605:35.99950;-80.78445:36.00852;-80.78762:36.01783;-80.81067:36.03529;-80.80602:36.04250;-80.80639:36.05393;-80.81755:36.05483;-80.83169:36.06941;-80.83225:36.07904;-80.85922:36.08339;-80.89624:36.09692;-80.90871:36.10534;-80.90965:36.11932;-80.93330:36.12414;-80.92678:36.12805;-80.90705:36.13932;-80.89383:36.13797;-80.87820
6058607|Jonesville, North Carolina, United States of America (type 3)|36.24786;-80.79804:36.26491;-80.74715:36.23496;-80.74616:36.21241;-80.76626:36.20340;-80.77748:36.20089;-80.78610:36.19589;-80.80854:36.18212;-80.80845:36.17696;-80.85589:36.16915;-80.86237:36.17491;-80.87711:36.21264;-80.88958:36.23644;-80.87891:36.25437;-80.80648
6058608|Lexington, North Carolina, United States of America (type 3)|35.84480;-80.47183:35.83355;-80.48847:35.82384;-80.47148:35.80272;-80.46275:35.79398;-80.47885:35.77990;-80.46808:35.77957;-80.46683:35.77388;-80.45401:35.78262;-80.44782:35.77290;-80.43168:35.78065;-80.39861:35.76255;-80.38123:35.79677;-80.38333:35.80516;-80.37838:35.76995;-80.35477:35.78136;-80.34362:35.75722;-80.31218:35.74279;-80.31839:35.74379;-80.32665:35.72056;-80.33626:35.70615;-80.32623:35.67987;-80.33167:35.66752;-80.30691:35.63602;-80.29089:35.63089;-80.26620:35.60940;-80.23815:35.61007;-80.23650:35.62481;-80.20760:35.65098;-80.21417:35.64626;-80.18817:35.67778;-80.18069:35.67777;-80.16871:35.69186;-80.16993:35.68647;-80.15052:35.70825;-80.13519:35.70488;-80.11992:35.69543;-80.10130:35.68001;-80.10835:35.67294;-80.08523:35.67459;-80.06045:35.71920;-80.05747:35.73630;-80.04959:35.75625;-80.05443:35.76732;-80.10454:35.79651;-80.14995:35.81313;-80.14694:35.83963;-80.15813:35.83265;-80.17146:35.83591;-80.17505:35.86474;-80.18453:35.88425;-80.17736:35.93912;-80.19379:35.95388;-80.20995:35.96192;-80.24559:35.98364;-80.25362:35.98549;-80.28221:35.97573;-80.28034:35.96317;-80.28679:35.94712;-80.30718:35.92852;-80.33963:35.92989;-80.36863:35.89385;-80.36399:35.88350;-80.37131:35.89024;-80.41018:35.88338;-80.41621:35.86850;-80.38881:35.84363;-80.38852:35.82620;-80.46265
6058609|Salisbury, North Carolina, United States of America (type 3)|35.71935;-80.59701:35.74048;-80.58928:35.75909;-80.53305:35.78444;-80.53358:35.78063;-80.49712:35.76837;-80.47057:35.73709;-80.45654:35.71629;-80.36913:35.72017;-80.33736:35.70623;-80.32698:35.67960;-80.33218:35.66692;-80.30722:35.63606;-80.29164:35.56467;-80.35560:35.57905;-80.42061:35.56932;-80.44762:35.55835;-80.44295:35.56125;-80.53073:35.57939;-80.55311:35.60305;-80.55939:35.61149;-80.61554:35.63979;-80.63635:35.72694;-80.63501
6058610|Dobson, North Carolina, United States of America (type 3)|36.43091;-80.81288:36.45975;-80.74611:36.34883;-80.65837:36.32046;-80.72308:36.35170;-80.73560:36.38678;-80.76163:36.40006;-80.81423
6058611|Mount Airy, North Carolina, United States of America (type 3)|36.46061;-80.76633:36.46010;-80.74508:36.40415;-80.70121:36.45724;-80.56160:36.55545;-80.55451:36.55584;-80.61262:36.56287;-80.72500:36.51246;-80.78348
6058612|Reidsville, North Carolina, United States of America (type 3)|36.40586;-79.73753:36.40251;-79.58854:36.29813;-79.59448:36.29723;-79.73628
6058613|Eden, North Carolina, United States of America (type 3)|36.53448;-79.82823:36.53398;-79.65617:36.44793;-79.66016:36.44842;-79.82853
6058614|Boiling Springs, North Carolina, United States of America (type 3)|35.23642;-81.72257:35.24747;-81.71503:35.26369;-81.69326:35.26570;-81.68974:35.27316;-81.68904:35.27660;-81.66462:35.26613;-81.64212:35.25723;-81.60927:35.18019;-81.61212:35.18163;-81.61950:35.18135;-81.62652:35.18278;-81.63108:35.18666;-81.63301:35.18752;-81.62423:35.19081;-81.62282:35.19454;-81.62879:35.19440;-81.63845:35.20330;-81.65969:35.20072;-81.66391:35.20416;-81.67040:35.20344;-81.67426:35.20530;-81.67778:35.21219;-81.68059:35.21362;-81.68357:35.21549;-81.69498:35.22051;-81.69236:35.22639;-81.69622:35.22724;-81.70430:35.23757;-81.70852
6058615|Kings Mountain, North Carolina, United States of America (type 3)|35.24784;-81.46908:35.25833;-81.45563:35.26767;-81.45946:35.27526;-81.45574:35.29957;-81.44977:35.29553;-81.42742:35.30189;-81.42394:35.30374;-81.41907:35.31050;-81.41547:35.32025;-81.41681:35.32149;-81.41328:35.33088;-81.41212:35.34484;-81.41578:35.33877;-81.41108:35.33763;-81.40651:35.33897;-81.40426:35.33274;-81.38402:35.33568;-81.37049:35.33935;-81.36104:35.34706;-81.36726:35.35154;-81.35390:35.34865;-81.34982:35.34238;-81.34482:35.34018;-81.33466:35.33025;-81.33960:35.33273;-81.35578:35.32320;-81.35585:35.30295;-81.33144:35.29901;-81.31791:35.29334;-81.32059:35.28036;-81.32924:35.26291;-81.32394:35.26092;-81.31584:35.24689;-81.31073:35.25717;-81.28806:35.24870;-81.29038:35.25043;-81.27263:35.22587;-81.28676:35.21223;-81.29023:35.19582;-81.27569:35.18309;-81.27471:35.18144;-81.29466:35.17802;-81.30811:35.16856;-81.29874:35.16190;-81.28688:35.16637;-81.40633:35.17010;-81.40816:35.17433;-81.41697:35.17010;-81.43401:35.17507;-81.43590:35.18228;-81.41801:35.18646;-81.42579:35.20161;-81.42592:35.20897;-81.42975:35.19863;-81.44100:35.21709;-81.44973:35.22512;-81.45921:35.23109;-81.46031:35.23780;-81.45677
6058616|Shelby, North Carolina, United States of America (type 3)|35.28377;-81.68165:35.28739;-81.68871:35.29475;-81.69439:35.29888;-81.68610:35.30275;-81.69567:35.31061;-81.69281:35.32036;-81.69670:35.32394;-81.69196:35.33608;-81.70384:35.34726;-81.70713:35.35860;-81.70213:35.38668;-81.70097:35.38738;-81.71701:35.39970;-81.71933:35.40437;-81.72440:35.40946;-81.72357:35.40706;-81.71439:35.40641;-81.70500:35.40874;-81.69981:35.42579;-81.69883:35.44239;-81.69828:35.44528;-81.69365:35.45323;-81.69395:35.45466;-81.67027:35.43313;-81.64908:35.42005;-81.64463:35.41751;-81.63572:35.41980;-81.62834:35.42671;-81.62431:35.42691;-81.61901:35.42005;-81.61747:35.40389;-81.63547:35.40637;-81.64902:35.40394;-81.65097:35.38504;-81.64822:35.38136;-81.64419:35.38762;-81.63872:35.38399;-81.63352:35.39239;-81.60474:35.39020;-81.59620:35.37205;-81.59857:35.36420;-81.57668:35.37066;-81.57735:35.37255;-81.55693:35.37891;-81.55979:35.37832;-81.55369:35.38889;-81.54740:35.39357;-81.54832:35.39790;-81.54679:35.39948;-81.54417:35.38432;-81.53204:35.38953;-81.52282:35.39336;-81.52215:35.39485;-81.51813:35.40140;-81.51429:35.40836;-81.51991:35.41199;-81.51874:35.41234;-81.51368:35.41809;-81.51068:35.41799;-81.50245:35.41401;-81.50269:35.41133;-81.49713:35.40203;-81.49122:35.38865;-81.49603:35.38890;-81.47493:35.39457;-81.47707:35.39616;-81.46987:35.40202;-81.46700:35.40193;-81.46267:35.39720;-81.45450:35.37590;-81.44017:35.37759;-81.42407:35.37426;-81.42199:35.37041;-81.42986:35.35897;-81.43462:35.36146;-81.43943:35.36279;-81.44736:35.35946;-81.44949:35.35901;-81.45528:35.37009;-81.45748:35.37456;-81.45302:35.37471;-81.46602:35.36417;-81.47290:35.36202;-81.47565:35.34800;-81.47783:35.34103;-81.46783:35.34097;-81.46076:35.33391;-81.46308:35.32625;-81.47119:35.30840;-81.46741:35.30159;-81.45376:35.32715;-81.44004:35.32760;-81.43249:35.33387;-81.42932:35.33869;-81.42006:35.35271;-81.42987:35.35634;-81.42304:35.35565;-81.41975:35.34471;-81.41956:35.34496;-81.41609:35.33098;-81.41238:35.32159;-81.41359:35.32039;-81.41725:35.31054;-81.41579:35.30388;-81.41920:35.30200;-81.42420:35.29578;-81.42730:35.29971;-81.44997:35.27499;-81.45612:35.26772;-81.45977:35.25832;-81.45600:35.24579;-81.47213:35.23787;-81.50196:35.23444;-81.51407:35.22674;-81.52045:35.21977;-81.53597:35.20884;-81.53523:35.20323;-81.53195:35.20103;-81.54247:35.18770;-81.53261:35.17184;-81.53960:35.17436;-81.60918:35.18007;-81.61186:35.25738;-81.60905:35.26641;-81.64223:35.27686;-81.66454:35.27338;-81.68890
6058617|Clemmons, North Carolina, United States of America (type 3)|36.03129;-80.44336:36.01960;-80.42309:36.01550;-80.41839:36.00030;-80.41476:35.98947;-80.42379:35.96373;-80.37896:35.93038;-80.36920:35.92893;-80.33994:35.94705;-80.30814:35.96342;-80.28752:35.97570;-80.28101:35.98506;-80.28280:35.98801;-80.32119:36.00470;-80.34534:36.04171;-80.37446:36.03834;-80.38151:36.04126;-80.38704:36.05677;-80.36813:36.07374;-80.36558:36.07811;-80.39852:36.07988;-80.41952:36.06288;-80.46474
6058618|Kernersville, North Carolina, United States of America (type 3)|36.11210;-80.16596:36.13623;-80.13837:36.16125;-80.14290:36.17537;-80.12375:36.18812;-80.10854:36.17673;-80.02791:36.14715;-80.02567:36.14442;-80.01271:36.11666;-80.01387:36.10894;-80.04090:36.10347;-80.03415:36.08800;-80.02740:36.08118;-80.04037:36.06115;-80.04092:36.03885;-80.12536:36.07389;-80.11131:36.07889;-80.13100:36.09799;-80.16200
6058619|Winston - Salem, North Carolina, United States of America (type 3)|36.20071;-80.31628:36.18971;-80.21486:36.15478;-80.17306:36.11277;-80.16871:36.09656;-80.16240:36.07820;-80.13238:36.07345;-80.11296:36.03913;-80.12692:36.01012;-80.12145:35.97610;-80.15148:35.98326;-80.24106:35.98595;-80.28267:35.98810;-80.32106:36.00484;-80.34479:36.04194;-80.37434:36.03846;-80.38155:36.04130;-80.38679:36.05654;-80.36801:36.07426;-80.36360:36.08402;-80.38448:36.14350;-80.36695
6058620|Boone, North Carolina, United States of America (type 3)|36.19426;-81.74489:36.17733;-81.74772:36.17691;-81.76135:36.17111;-81.76900:36.16594;-81.76940:36.16408;-81.76126:36.15761;-81.77123:36.14939;-81.76461:36.14579;-81.76734:36.14897;-81.77524:36.14792;-81.78054:36.13592;-81.78460:36.13927;-81.77497:36.14179;-81.75905:36.14896;-81.76102:36.15536;-81.74710:36.16047;-81.74841:36.16853;-81.74144:36.15854;-81.73588:36.16083;-81.72634:36.16372;-81.72307:36.16404;-81.71979:36.15626;-81.70991:36.16111;-81.70888:36.16527;-81.71192:36.17470;-81.70604:36.17589;-81.69303:36.18230;-81.68503:36.18625;-81.67111:36.18074;-81.66810:36.19408;-81.65037:36.18606;-81.62476:36.17471;-81.62084:36.17195;-81.62852:36.15095;-81.63381:36.14212;-81.63362:36.13706;-81.63898:36.11820;-81.63163:36.11740;-81.60221:36.12905;-81.59079:36.11936;-81.57437:36.12693;-81.55725:36.14265;-81.54437:36.15720;-81.55445:36.17651;-81.53589:36.18432;-81.55754:36.19762;-81.57438:36.19288;-81.59153:36.20310;-81.60047:36.23245;-81.55751:36.22934;-81.54845:36.24436;-81.54987:36.26262;-81.56900:36.27235;-81.56748:36.27615;-81.58340:36.27034;-81.59120:36.27877;-81.61276:36.30631;-81.62496:36.30545;-81.63553:36.31309;-81.64723:36.30423;-81.65352:36.30445;-81.67226:36.29910;-81.67586:36.32042;-81.70928:36.29059;-81.72825:36.28378;-81.72851:36.26902;-81.74734:36.26362;-81.72831:36.25167;-81.72374:36.23320;-81.72752:36.21399;-81.71649:36.20298;-81.73537
6058621|Banner Elk, North Carolina, United States of America (type 3)|36.20679;-81.94165:36.20623;-81.77518:36.09634;-81.77672:36.09748;-81.94151
6058622|Blowing Rock, North Carolina, United States of America (type 3)|36.11752;-81.65488:36.12622;-81.65158:36.14231;-81.63384:36.15101;-81.63406:36.17197;-81.62882:36.17479;-81.62136:36.18583;-81.62496:36.19371;-81.65018:36.18039;-81.66820:36.18592;-81.67116:36.18227;-81.68430:36.17571;-81.69285:36.17445;-81.70575:36.16526;-81.71134:36.16112;-81.70843:36.15579;-81.70968:36.16371;-81.71979:36.16357;-81.72291:36.16043;-81.72640:36.15819;-81.73601:36.16820;-81.74153:36.16036;-81.74812:36.15520;-81.74665:36.14872;-81.76077:36.14154;-81.75854:36.13906;-81.77475:36.11709;-81.78025:36.10119;-81.77970:36.09753;-81.77274:36.10597;-81.74877:36.11565;-81.75335:36.11782;-81.72056:36.08572;-81.71929:36.08116;-81.71214:36.09302;-81.69361:36.11095;-81.69729:36.12047;-81.69666:36.12098;-81.68178:36.11447;-81.66394
6058624|Forest City, North Carolina, United States of America (type 3)|35.37032;-81.89664:35.37325;-81.85598:35.32158;-81.82670:35.30302;-81.79565:35.24780;-81.76772:35.25283;-81.90195:35.28060;-81.94617:35.32156;-81.93545:35.31474;-81.92231:35.33374;-81.92950:35.34497;-81.91157
6058625|Rutherfordton, North Carolina, United States of America (type 3)|35.38495;-81.99662:35.39614;-81.92767:35.38638;-81.91676:35.37792;-81.92715:35.37513;-81.94167:35.36336;-81.94177:35.35391;-81.94521:35.34709;-81.93640:35.34006;-81.92003:35.33389;-81.92971:35.31551;-81.92285:35.32175;-81.93578:35.28080;-81.94659:35.25238;-81.90194:35.24418;-81.98848:35.26499;-81.98235:35.30789;-82.02546:35.30127;-82.02881:35.33611;-82.05611:35.38480;-82.11094
6058626|Spindale, North Carolina, United States of America (type 3)|35.37505;-81.94137:35.37773;-81.92731:35.38339;-81.91992:35.37836;-81.90573:35.37007;-81.89716:35.34549;-81.91164:35.34024;-81.91976:35.34749;-81.93670:35.35391;-81.94500:35.36358;-81.94120
6058627|Cherokee, North Carolina, United States of America (type 3)|35.51739;-83.35230:35.54714;-83.37189:35.56589;-83.25381:35.52718;-83.22376:35.50270;-83.22952:35.48653;-83.24557:35.46773;-83.23856:35.44735;-83.21872:35.43849;-83.23860:35.44686;-83.25780:35.44688;-83.28217:35.46775;-83.27316:35.46829;-83.30393:35.46047;-83.31740:35.47542;-83.33533:35.46238;-83.38252:35.47107;-83.38273
6058628|Bryson City, North Carolina, United States of America (type 3)|35.43357;-83.57131:35.48182;-83.38241:35.44627;-83.38403:35.43699;-83.35843:35.37051;-83.38068:35.35619;-83.33122:35.33153;-83.33865:35.30116;-83.47983:35.27883;-83.68228:35.29901;-83.69419:35.32443;-83.68413:35.39247;-83.58878
6059156|Bay City, Michigan, United States of America (type 3)|43.64599;-84.04764:43.53900;-84.04895:43.53717;-84.01519:43.52397;-84.01406:43.52237;-83.79834:43.58722;-83.79917:43.58754;-83.81718:43.59402;-83.81688:43.59434;-83.82604:43.58708;-83.83729:43.58721;-83.84795:43.59133;-83.85159:43.60341;-83.85054:43.60379;-83.85628:43.61323;-83.85732:43.61795;-83.84345:43.62417;-83.83906:43.64985;-83.85210:43.69562;-83.92161:43.69630;-83.92989:43.68728;-83.93171:43.65285;-83.93039:43.65281;-83.94195:43.64961;-83.94633:43.63835;-83.94599:43.63966;-83.97498:43.64659;-83.98504
6059157|Birch Run, Michigan, United States of America (type 3)|43.32192;-83.93343:43.30047;-83.93281:43.29654;-83.92352:43.29353;-83.91902:43.29180;-83.91773:43.29053;-83.91835:43.28966;-83.92159:43.28712;-83.92316:43.28476;-83.92225:43.28200;-83.91792:43.28124;-83.91254:43.28348;-83.90409:43.27665;-83.89960:43.27961;-83.89624:43.27391;-83.89043:43.26880;-83.89636:43.25381;-83.87531:43.23545;-83.87427:43.23544;-83.87122:43.23741;-83.86655:43.22851;-83.86368:43.22811;-83.85434:43.23570;-83.85416:43.23609;-83.83494:43.22130;-83.83441:43.22123;-83.69545:43.22227;-83.69570:43.23330;-83.68097:43.23651;-83.68075:43.23632;-83.69534:43.25032;-83.69570:43.25110;-83.68114:43.29512;-83.68153:43.29485;-83.69555:43.30650;-83.69520:43.30714;-83.84359:43.32015;-83.84885:43.32170;-83.88500:43.33613;-83.88568:43.33604;-83.89497:43.32166;-83.89448
6059158|Frankenmuth, Michigan, United States of America (type 3)|43.37771;-83.81722:43.35180;-83.81646:43.35067;-83.79868:43.33541;-83.79788:43.33517;-83.81570:43.32220;-83.81539:43.32220;-83.79542:43.30702;-83.79525:43.30697;-83.69510:43.32804;-83.69599:43.32804;-83.69545:43.32555;-83.68574:43.32647;-83.68016:43.33301;-83.67908:43.33615;-83.68069:43.33589;-83.69796:43.35066;-83.69807:43.35092;-83.67881:43.36584;-83.67899:43.36558;-83.66585:43.39267;-83.66493:43.39267;-83.67970:43.40728;-83.67943:43.40715;-83.68016:43.40694;-83.75750:43.39247;-83.75743:43.39252;-83.77596:43.37936;-83.77853:43.37988;-83.81104
6059159|Saginaw, Michigan, United States of America (type 3)|43.52402;-84.03442:43.52366;-84.02367:43.52262;-83.88689:43.52227;-83.81723:43.47897;-83.81759:43.47898;-83.79797:43.46522;-83.79801:43.46524;-83.76192:43.45151;-83.75536:43.45042;-83.75884:43.42260;-83.75740:43.41883;-83.73955:43.40715;-83.73819:43.40715;-83.75777:43.39270;-83.75775:43.39273;-83.77632:43.37964;-83.77874:43.38036;-83.81070:43.37802;-83.81740:43.37906;-83.85687:43.36530;-83.85653:43.36493;-83.86629:43.37801;-83.87584:43.37799;-83.87838:43.37939;-83.88381:43.37937;-83.89127:43.36354;-83.88435:43.36391;-83.88738:43.36173;-83.88779:43.35868;-83.88198:43.35803;-83.88266:43.35145;-83.88302:43.34739;-83.88541:43.34017;-83.88192:43.34017;-83.88530:43.33634;-83.88536:43.33635;-83.89525:43.32193;-83.89489:43.32226;-83.93374:43.30781;-83.93306:43.30746;-84.11418:43.31575;-84.10419:43.32020;-84.10285:43.32363;-84.08843:43.32780;-84.08494:43.33118;-84.08632:43.33429;-84.08184:43.33292;-84.07568:43.33982;-84.07222:43.34320;-84.06538:43.35575;-84.06322:43.35492;-84.06874:43.35699;-84.07226:43.34974;-84.08594:43.35113;-84.09213:43.34733;-84.10110:43.35113;-84.11241:43.36423;-84.11242:43.36589;-84.12135:43.35938;-84.12825:43.35834;-84.13958:43.35116;-84.14134:43.35112;-84.17020:43.41163;-84.17050:43.41268;-84.16434:43.41676;-84.16469:43.41678;-84.17052:43.43087;-84.17049:43.43086;-84.15438:43.43359;-84.15436:43.43429;-84.15057:43.41709;-84.15055:43.41643;-84.13067:43.43085;-84.12997:43.42983;-84.11140:43.42915;-84.10761:43.43051;-84.10627:43.44152;-84.10696:43.44188;-84.11142:43.45215;-84.11141:43.45215;-84.10180:43.45870;-84.10179:43.45870;-84.09597:43.45387;-84.08369:43.45767;-84.08255:43.45901;-84.08285:43.45971;-84.08770:43.46111;-84.09121:43.46419;-84.09459:43.46726;-84.09627:43.46833;-84.09624:43.47245;-84.09284:43.47589;-84.09152:43.48040;-84.09184:43.48137;-84.09214:43.48136;-84.09114:43.48548;-84.09213:43.48893;-84.09494:43.48896;-84.09116:43.49582;-84.09112:43.49547;-84.07153:43.48103;-84.07190:43.48109;-84.05196:43.50955;-84.05126:43.50958;-84.02995:43.51128;-84.02998:43.51470;-84.02754:43.51677;-84.02894:43.52296;-84.02928:43.52124;-84.03440
6059163|Boyne Falls, Michigan, United States of America (type 3)|45.29142;-84.95955:45.28180;-84.96575:45.27047;-84.95783:45.26462;-84.92382:45.25019;-84.92244:45.22613;-84.93584:45.22579;-84.92004:45.20413;-84.92486:45.20482;-84.96367:45.18248;-84.91454:45.17030;-84.92239:45.17560;-84.93549:45.16736;-84.93174:45.17181;-84.94613:45.14742;-84.94405:45.15843;-84.97296:45.15567;-84.97846:45.14056;-84.97676:45.13472;-84.96160:45.11822;-84.96712:45.11755;-84.92827:45.09073;-84.88189:45.10139;-84.88395:45.09177;-84.85749:45.16053;-84.85644:45.16015;-84.84861:45.15294;-84.84679:45.14983;-84.81523:45.15774;-84.80252:45.16256;-84.81524:45.17355;-84.82210:45.17390;-84.81625:45.18422;-84.81386:45.18042;-84.77709:45.15980;-84.75716:45.15842;-84.73481:45.28902;-84.73239:45.29040;-84.84409:45.30002;-84.85404:45.31546;-84.85406:45.31891;-84.85886:45.31995;-84.87434:45.31857;-84.88671:45.31102;-84.88569:45.31101;-84.87399:45.30723;-84.87397:45.30513;-84.86403:45.29073;-84.86436:45.29140;-84.93070:45.28317;-84.93034:45.28008;-84.92553:45.27493;-84.92899:45.29136;-84.94620
6059164|Charlevoix, Michigan, United States of America (type 3)|45.29297;-85.38411:45.39591;-85.17721:45.36643;-85.09544:45.32034;-85.09712:45.32015;-85.10790:45.30413;-85.10539:45.28820;-85.09504:45.28686;-85.08585:45.24373;-85.08773:45.25110;-85.11379:45.25862;-85.11913:45.26258;-85.15596:45.26786;-85.17115:45.26493;-85.17884:45.25589;-85.17649:45.25681;-85.18680:45.24263;-85.17555:45.24915;-85.18904:45.24312;-85.19344:45.24952;-85.19822:45.24965;-85.21509:45.24101;-85.21649:45.23665;-85.20319:45.22044;-85.20158:45.20711;-85.20626:45.20553;-85.18210:45.18963;-85.18275:45.19583;-85.18865:45.19768;-85.20101:45.20407;-85.20625:45.20560;-85.21216:45.20584;-85.24868:45.20073;-85.24717:45.19406;-85.25980:45.17211;-85.24744:45.17291;-85.25315:45.16934;-85.25446:45.17007;-85.26382:45.18405;-85.26364:45.18621;-85.31756:45.19234;-85.32065:45.19227;-85.31326:45.20692;-85.31270:45.20665;-85.32423:45.20164;-85.32403:45.20022;-85.37553:45.19362;-85.37543:45.18979;-85.36681:45.18201;-85.36831:45.18082;-85.37551:45.18689;-85.37627:45.19242;-85.40087
